ctryear,wy,zigdp_pc
2020.1950,-0.513165256796193,-0.153232545433304
2020.1950,-0.499137876049453,-0.15095490658914
2020.1950,-0.484958452434071,-0.224978169024441
2020.1950,-0.470622367358972,-0.100277442306512
2020.1950,-0.464864043660317,-0.01002600310655
2020.1950,-0.4302506969056,0.120653525577307
2020.1950,-0.404008455036709,0.138589931475091
2020.1950,-0.377379665189334,0.111827675056175
2020.1950,-0.350344187437367,0.201509704545096
2020.1950,-0.322880482275262,0.220584929864962
2020.1950,-0.294965044573938,0.276387081546957
2020.1950,-0.266571693531331,0.241937794028991
2020.1950,-0.237672499819485,0.313683417620128
2020.1950,-0.208236456620481,0.264998887326142
2020.1950,-0.075395315227379,0.0403667563205582
2020.1950,-0.167062277166708,0.0141739096126828
2020.1950,-0.155820179799077,-0.0552940751342912
2020.1950,-0.144501313270223,-0.191952405784076
2020.1950,-0.133105667418233,0.0158821387458051
2020.1950,-0.121630115506368,0.0426443951647213
2020.1950,-0.110072901913916,0.118091181877623
2020.1950,-0.0984325286667919,0.117237067311062
2020.1950,-0.0867063923996316,0.192114444312923
2020.1950,-0.0748929165781038,0.310836369064924
2020.1950,-0.062989670435526,0.38229728780054
2020.1950,-0.0509940121859397,0.320516334152617
2020.1950,-0.0389032771489586,0.354396211959543
2020.1950,-0.0267154157540521,0.428134769539322
2020.1950,-0.0144277622879029,0.489346313476205
2020.1950,-0.00203754445511611,0.523795600994172
2020.1950,0.0104583170527315,0.393400777165835
2020.1950,0.0223182282679764,0.22656373183089
2020.1950,0.0342772745516518,0.140298160608213
2020.1950,0.0463373820825731,0.185281527780434
2020.1950,0.0585027202877047,0.286921161201211
2020.1950,0.0707753907192261,0.334466872073116
2020.1950,0.0831577536945516,0.317384580741893
2020.1950,0.0956556074786895,0.413899526763303
2020.1950,0.108269924802932,0.389984318899591
2020.1950,0.121005656139349,0.424433606417557
2020.1950,0.133866894009051,0.430412408383486
2020.1950,0.146856552605984,0.495325115442133
2020.1950,0.159980088590125,0.486214560065481
2020.1950,0.173240830493427,0.439807668615658
2020.1950,0.150825962564133,0.620025842160062
2020.1950,0.169326246365457,0.518670913594805
2020.1950,0.208833812121416,0.659030407366355
2020.1950,0.247827575196459,0.851490889698135
2020.1950,0.255980819742507,0.925514152133435
2020.1950,0.285464703971373,0.832415664378269
2020.1950-1969,0.376505633890824,0.805083998248312
2020.1950-1969,0.38931234716287,0.844088563454605
2020.1950-1969,0.414280178902465,0.682660910374547
2020.1950-1969,0.409861484531125,0.753837124254643
2020.1950-1969,0.438452529311549,0.801952244837588
2020.1950-1969,0.4264667075876,0.918681235600946
2020.1950-1969,0.458118791295551,0.940318804620495
2020.1950-1969,0.44639423546203,1.02032086902172
2020.1950-1969,0.486454580993226,1.12793930440843
2020.1950-1969,0.481625928926083,0.920389464734068
2020.1950-1969,0.510430462803951,1.0647348264829
2020.1950-1969,0.515389848998963,1.20224727169925
2020.1950-1969,0.519194809832676,1.11825933932074
2020.1950-1969,0.522333162574016,1.01747382046652
2020.1950-1969,0.525338947449495,1.23128716696233
2020.1950-1969,0.530869237356557,1.43314290952628
2020.1950-1969,0.533471972080133,1.41065122594017
2020.1950-1969,0.549337593726851,1.4459546280247
2020.1950-1969,0.54026006844283,1.52709551184801
2020.1950-1969,0.533424194285708,1.73549946608893
2020.1970-1989,0.553400043255519,1.85564491511853
2020.1970-1989,0.552534822448741,1.95927748252795
2020.1970-1989,0.590192192040414,2.00682319339986
2020.1970-1989,0.575805242985722,2.15515442312598
2020.1970-1989,0.615082784598175,2.32398440244957
2020.1970-1989,0.627532364247541,2.22775416128368
2020.1970-1989,0.640074964891463,2.15657794740358
2020.1970-1989,0.652914856749563,2.31031856938459
2020.1970-1989,0.666131988715476,2.08483232381244
2020.1970-1989,0.679562049114868,2.2755845770111
2020.1970-1989,0.669759291921355,2.26590461192341
2020.1970-1989,0.705407146804143,1.99401147490144
2020.1970-1989,0.717047352306682,1.83030618297722
2020.1970-1989,0.727617892552929,1.8943647754693
2020.1970-1989,0.693849142199329,1.91201647651157
2020.1970-1989,0.745676375027517,1.64382450261137
2020.1970-1989,0.750920186369106,1.820341513034
2020.1970-1989,0.76219892495431,1.85393668598541
2020.1970-1989,0.771064826987198,1.74318649718798
2020.1970-1989,0.780628707344445,1.50090266514013
2020.1990,0.772366930548778,1.4613286902228
2020.1990,0.801718720729068,1.73749240007757
2020.1990,0.812772834346765,2.03443956438533
2020.1990,0.823689685668821,2.22234476902879
2020.1990,0.828998367129067,2.40569469598392
2020.1990,0.850667576610707,2.26761284105653
2020.1990,0.832977207056138,2.44669219517885
2020.1990,0.865400537346837,2.7336746895434
2020.1990,0.841254277638022,2.86549303764934
2020.1990,0.885859676790536,2.69239248549294
2020.1990,0.881772694396171,2.63288917068918
2020.1990,0.922851125208049,2.42875578928107
2020.1990,0.917068472136985,1.98547032923583
2020.1990,0.892175137362201,2.26846695562309
2020.1990,0.927755230839626,2.57993406756239
2020.1990,0.853513309027868,2.91047640482156
2020.1990,0.962274126815603,3.23674816924792
2020.1990,0.936301726560771,3.6359043766875
2020.1990,0.981595131238877,3.8146990259543
2020.1990,0.992942995593872,3.47561554302952
2060.1950,-0.775715506855284,-1.04179639951242
2060.1950,-0.771970685424208,-1.02727645188089
2060.1950,-0.768216780816258,-1.04179639951242
2060.1950,-0.76445440604896,-1.04293521893451
2060.1950,-0.760682874560981,-1.04236580922347
2060.1950,-0.756902191367338,-1.02813056644745
2060.1950,-0.753112723817834,-1.01332591396039
2060.1950,-0.74931371025668,-1.01161768482726
2060.1950,-0.745505638842217,-0.997951851762286
2060.1950,-0.741688112543637,-0.987987181819072
2060.1950,-0.737861456661516,-0.970050775921288
2060.1950,-0.734025076229082,-0.961509630255676
2060.1950,-0.730179216725293,-0.9492673214683
2060.1950,-0.72632388303223,-0.927914457304271
2060.1950,-0.722459198662806,-0.954392008867667
2060.1950,-0.718584336162023,-0.946135568057576
2060.1950,-0.714699856578004,-0.93446266898124
2060.1950,-0.710805291450742,-0.900867496029834
2060.1950,-0.706901041110477,-0.898589857185671
2060.1950,-0.702986324664866,-0.901152200885355
2060.1950,-0.699061855924553,-0.907985117417844
2060.1950,-0.695127052333884,-0.931615620426036
2060.1950,-0.691182311238608,-0.888055777531417
2060.1950,-0.687226624334358,-0.886347548398295
2060.1950,-0.683261012266575,-0.866702913367388
2060.1950,-0.65361130640364,-0.847627688047522
2060.1950,-0.672130702614657,-0.843926524925757
2060.1950,-0.664957511024915,-0.806345483997067
2060.1950,-0.657764190736807,-0.787270258677201
2060.1950,-0.650550769869899,-0.767340918790774
2060.1950,-0.643317157490137,-0.80862312284123
2060.1950,-0.636062955538865,-0.877236993021642
2060.1950,-0.628787615396048,-0.923074474760424
2060.1950,-0.621491346012183,-0.901721610596395
2060.1950,-0.614173859780345,-0.86043940654594
2060.1950,-0.606834755587806,-0.839371247237431
2060.1950,-0.599474043601565,-0.823143070472769
2060.1950,-0.59209090943747,-0.780152637289191
2060.1950,-0.584685509109211,-0.765917394513172
2060.1950,-0.577257473179382,-0.74968921774851
2060.1950,-0.569806652629275,-0.698727048610361
2060.1950,-0.562332674045476,-0.654313091149181
2060.1950,-0.554835162858853,-0.643779011494927
2060.1950,-0.54731374315272,-0.626127310452663
2060.1950,-0.539768401520796,-0.635807275540356
2060.1950,-0.532198973081998,-0.613600296809766
2060.1950,-0.524604347733865,-0.634953160973795
2060.1950,-0.516984864934344,-0.661715417392711
2060.1950,-0.509340493340821,-0.607621494843838
2060.1950,-0.501670047672079,-0.580289828713881
2060.1950-1969,-0.649626411493215,-0.600788578311349
2060.1950-1969,-0.484420803788408,-0.544417016918312
2060.1950-1969,-0.357921729545355,-0.536445280963742
2060.1950-1969,-0.46515897634321,-0.641216667795243
2060.1950-1969,-0.455448005594927,-0.641501372650764
2060.1950-1969,-0.445681630985013,-0.617016755076011
2060.1950-1969,-0.435859969534006,-0.683922396123301
2060.1950-1969,-0.425980811628052,-0.725489305029277
2060.1950-1969,-0.416043341689278,-0.724635190462716
2060.1950-1969,-0.406046797482653,-0.743141006071541
2060.1950-1969,-0.310540238349219,-0.729190468151042
2060.1950-1969,-0.298918338592938,-0.730613992428644
2060.1950-1969,-0.304355053606745,-0.707552899131493
2060.1950-1969,-0.292927347824916,-0.677374184446332
2060.1950-1969,-0.314934129688514,-0.658298959126466
2060.1950-1969,-0.223973719792094,-0.63836961924004
2060.1950-1969,-0.236172530906616,-0.599934463744788
2060.1950-1969,-0.215512590862263,-0.567762815070984
2060.1950-1969,-0.251878395031641,-0.514523007088672
2060.1950-1969,-0.194763290134946,-0.496017191479847
2060.1970-1989,-0.292830848021675,-0.470393754483012
2060.1970-1989,-0.282272137655837,-0.457866740840115
2060.1970-1989,-0.142480070710491,-0.432528008698801
2060.1970-1989,-0.134999646889734,-0.388398756093142
2060.1970-1989,-0.119260503826013,-0.360782385107664
2060.1970-1989,-0.101665630612898,-0.316368427646484
2060.1970-1989,-0.086743755553376,-0.256865112842724
2060.1970-1989,-0.0699616523574486,-0.236935772956297
2060.1970-1989,-0.0528773659925162,-0.225832283591002
2060.1970-1989,-0.0354701343293173,-0.254587473998561
2060.1970-1989,-0.0164017928850958,-0.29074499064965
2060.1970-1989,-0.148474250942111,-0.302133184870465
2060.1970-1989,-0.131984626996845,-0.371601169617439
2060.1970-1989,-0.0164017284701303,-0.437367991242648
2060.1970-1989,-0.0985226040907272,-0.444200907775137
2060.1970-1989,-0.0771938067642199,-0.46840082049437
2060.1970-1989,-0.0554852010662487,-0.516800645932835
2060.1970-1989,0.115743357704865,-0.509967729400346
2060.1970-1989,-0.0108480284997075,-0.494024257491204
2060.1970-1989,0.15679982278073,-0.487760750669756
2060.1990,0.178752944677947,-0.46099849425084
2060.1990,0.199282957492899,-0.430250369854638
2060.1990,0.231951168188839,-0.435375057254005
2060.1990,0.138952976396648,-0.413168078523415
2060.1990,0.19769245145277,-0.386121117248978
2060.1990,0.28862126776107,-0.35765063169694
2060.1990,0.329483999284903,-0.330888375278024
2060.1990,0.346244702810825,-0.296439087760057
2060.1990,0.357869340645421,-0.260566275964489
2060.1990,0.380948207922616,-0.277648567295712
2060.1990,0.403813371459625,-0.269676831341141
2060.1990,0.483621767962867,-0.263982734230733
2060.1990,0.505094217780993,-0.253733359431999
2060.1990,0.492058489257101,-0.224978169024441
2060.1990,0.513570241007344,-0.192521815495117
