ctryear,wy,zigdp_pc
2060.1990,0.535216544159327,-0.153517250288824
2060.1990,0.521498227894499,-0.116220914215654
2060.1990,0.624084546870434,-0.0561481897008523
2060.1990,0.602172028526609,-0.0313788672705788
2070.1950,-0.499459121508107,-1.20920285455841
2070.1950,-0.488911366419231,-1.19041233409407
2070.1950,-0.478320135011173,-1.19582172634895
2070.1950,-0.467684337776827,-1.19610643120447
2070.1950,-0.457003156618102,-1.19667584091551
2070.1950,-0.446275827568766,-1.19468290692687
2070.1950,-0.435501428624413,-1.17532297675149
2070.1950,-0.424678742039261,-1.18130177871741
2070.1950,-0.413806605460212,-1.18898880981646
2070.1950,-0.402885223390939,-1.17361474761836
2070.1950,-0.542738738372008,-1.17617709131805
2070.1950,-0.391488201954204,-1.15169247374329
2070.1950,-0.391063422631484,-1.16137243883099
2070.1950,-0.390637943938648,-1.16023361940891
2070.1950,-0.390212248266764,-1.17219122334076
2070.1950,-0.389785509238352,-1.16535830680827
2070.1950,-0.389358691267175,-1.16308066796411
2070.1950,-0.388931036995701,-1.14884542518809
2070.1950,-0.388502615564963,-1.16165714368651
2070.1950,-0.388074253214427,-1.1294854950127
2070.1950,-0.494680717554559,-1.10443146772691
2070.1950,-0.387214746575738,-1.10443146772691
2070.1950,-0.386784015776894,-1.08763388125121
2070.1950,-0.386352794139915,-1.07453745789727
2070.1950,-0.385921288171299,-1.08222448899632
2070.1950,-0.385488741433516,-1.08848799581777
2070.1950,-0.385055291839976,-1.08820329096225
2070.1950,-0.384622177299641,-1.06912806564238
2070.1950,-0.384187885236785,-1.03325525384681
2070.1950,-0.383753034712394,-1.04094228494586
2070.1950,-0.564238985308019,-1.07368334333071
2070.1950,-0.372029405375483,-1.08962681523985
2070.1950,-0.360614183976467,-1.08450212784048
2070.1950,-0.349067505084665,-1.06314926367645
2070.1950,-0.337386056330144,-1.03923405581274
2070.1950,-0.325565887728175,-1.03610230240202
2070.1950,-0.313602684999925,-1.0050694731503
2070.1950,-0.301492237969093,-0.999660080895408
2070.1950,-0.289229694951388,-0.990264820663235
2070.1950,-0.276810564493599,-0.994820098351561
2070.1950,-0.339623977176668,-0.999660080895408
2070.1950,-0.25148151182721,-0.97887662644242
2070.1950,-0.238561190663424,-1.00706240713894
2070.1950,-0.225462008003631,-0.956100238000789
2070.1950,-0.212177879430828,-0.949836731179341
2070.1950,-0.330738356100801,-0.947843797190698
2070.1950,-0.186587382804093,-0.907415707706803
2070.1950,-0.174385020440246,-0.901152200885355
2070.1950,-0.162093813653705,-0.861293521112501
2070.1950,-0.149710859537143,-0.830545396716299
2070.1950-1969,-0.242727870936371,-0.821434841339647
2070.1950-1969,-0.124660973990728,-0.80919253255227
2070.1950-1969,-0.111988748085949,-0.781291456711273
2070.1950-1969,-0.099215019669121,-0.769618557634937
2070.1950-1969,-0.0863365163535118,-0.737446908961133
2070.1950-1969,-0.0733506356406278,-0.696449409766198
2070.1950-1969,-0.0634175850889819,-0.697303524332759
2070.1950-1969,0.0880566540926894,-0.662854236814793
2070.1950-1969,-0.0433717857669162,-0.602496807444471
2070.1950-1969,-0.0332558396355374,-0.546694655762476
2070.1950-1969,0.110899285253907,-0.49060779922496
2070.1950-1969,-0.0128316896307502,-0.437367991242648
2070.1950-1969,0.153397079113527,-0.401495179447079
2070.1950-1969,0.161881878689885,-0.426549206732873
2070.1950-1969,0.178976203566348,-0.422563338755588
2070.1950-1969,0.19595569520799,-0.428257435865995
2070.1950-1969,0.0384258879612974,-0.391245804648345
2070.1950-1969,0.048082321306955,-0.377579971583367
2070.1950-1969,0.0578011571258621,-0.304980233425669
2070.1950-1969,0.0675838479341303,-0.230102856423808
2070.1970-1989,0.0774321551798801,-0.138427892946244
2070.1970-1989,0.0873469244980585,-0.0276777041488138
2070.1970-1989,0.0973313850261363,0.102147709968482
2070.1970-1989,0.10738539771842,0.274678852413835
2070.1970-1989,0.117511797190664,0.368631454735562
2070.1970-1989,0.127711995295123,0.415892460751946
2070.1970-1989,0.154795330255982,0.557390773945577
2070.1970-1989,0.182600557415711,0.605505894528522
2070.1970-1989,0.385942434850297,0.65589865395563
2070.1970-1989,0.240615492452657,0.74444186402247
2070.1970-1989,0.270964987294779,0.890495454904428
2070.1970-1989,0.424784936215815,0.73675483292342
2070.1970-1989,0.446997139842759,0.702020840549933
2070.1970-1989,0.451689405883141,0.592694176030105
2070.1970-1989,0.465593586354746,0.659599817077395
2070.1970-1989,0.451712409232031,0.780314675818039
2070.1970-1989,0.462312119871769,0.89960601028108
2070.1970-1989,0.491149926134394,0.934055297799046
2070.1970-1989,0.491651158026797,0.88508606264954
2070.1970-1989,0.516428015674979,0.91441066276814
2070.1990,0.556894006787903,0.774620578707631
2070.1990,0.559726423715752,0.787717002061569
2070.1990,0.589815656443646,0.76636413789754
2070.1990,0.606530809300035,0.866864951896236
2070.1990,0.623353303653649,0.994982136880409
2070.1990,0.623589889597964,1.09064296833526
2070.1990,0.595055862645335,1.13989690834028
2070.1990,0.688773404754676,1.22103779216359
2070.1990,0.689207365335864,1.22360013586328
2070.1990,0.705267829618646,1.23014834754025
2070.1990,0.669447214852505,1.34175265090424
2070.1990,0.732696954661417,1.37563252871116
2070.1990,0.754596913618063,1.45876634652312
2070.1990,0.769294369192587,1.49008388063036
2070.1990,0.708758175302859,1.65948326966499
2070.1990,0.773489558810259,1.76083819823024
2070.1990,0.746670009570523,1.89208713662514
2070.1990,0.855925356370957,2.10077579572158
2070.1990,0.865569256245452,2.28981981978712
2070.1990,0.884269237090233,2.29465980233097
2120.1950,-0.709462839094786,-0.494024257491204
2120.1950,-0.698778209590027,-0.485483111825593
2120.1950,-0.691682688362347,-0.43195859898776
2120.1950,-0.684546204641321,-0.495447781768806
2120.1950,-0.677367743567231,-0.419716290200384
2120.1950,-0.754274973107844,-0.470109049627492
2120.1950,-0.662883037982297,-0.413737488234456
2120.1950,-0.655575490589037,-0.373309398750561
2120.1950,-0.654513052380542,-0.31352137909128
2120.1950,-0.653448320964974,-0.307257872269832
2120.1950,-0.652380916583009,-0.181133621274301
2120.1950,-0.651310919527791,-0.182272440696383
2120.1950,-0.650238562943562,-0.0897433626522578
2120.1950,-0.54142388934102,-0.0812022169866462
2120.1950,-0.640436744986953,-0.299001431459741
2120.1950,-0.631686775068098,-0.372455284184
2120.1950,-0.622912845372068,-0.148392562889457
2120.1950,-0.614115035202307,-0.142413760923529
2120.1950,-0.605292963330044,-0.147823153178416
2120.1950,-0.596446170010251,-0.361067089963185
2120.1950,-0.660624991108664,-0.248608672032633
2120.1950,-0.772204825994874,-0.396939901758753
2120.1950,-0.590430196444959,-0.37217057932848
2120.1950,-0.7403211051652,-0.17287718046421
2120.1950,-0.650123271249436,-0.0974303937513081
2120.1950,-0.417557223943454,-0.0621269916667804
2120.1950,-0.586951427284769,-0.119352667626378
2120.1950,-0.572291014922001,-0.164336034798599
2120.1950,-0.561004725308885,0.138874636330611
2120.1950,-0.563819009384978,0.158803976217038
2120.1950,-0.47374725952915,-0.0698140227658308
2120.1950,-0.468333037528677,-0.346547142331645
2120.1950,-0.514939725563813,-0.618155574498092
2120.1950,-0.503148656818511,-0.427972731010475
2120.1950,-0.531618890925015,-0.242629870066704
2120.1950,-0.639634766164625,-0.173731295030771
2120.1950,-0.473457120916174,-0.152947840577783
2120.1950,-0.44988959023714,-0.0108801176731111
2120.1950,-0.456093282213099,-0.0145812807948761
2120.1950,-0.443039750270508,-0.00433190599614227
2120.1950,-0.283133752733937,0.0158821387458051
2120.1950,-0.329843936006051,-0.00860247882894804
2120.1950,-0.357358548225532,0.0113268610574789
2120.1950,-0.333169371765235,0.0249926941224574
2120.1950,-0.30861522632362,0.0249926941224574
2120.1950,-0.286840744163377,0.12293116442147
2120.1950,-0.0892360387438948,0.22684843668641
2120.1950,-0.176050703462259,0.0187291873010089
2120.1950,-0.177376773822834,0.232827238652338
2120.1950,-0.168146838917017,0.16762982673817
2120.1950-1969,-0.0304597792849056,0.216029652176636
2120.1950-1969,-0.027588956110335,0.250478939694602
2120.1950-1969,0.0920409608586112,0.321939858430219
2120.1950-1969,0.0781689304403871,0.415892460751946
2120.1950-1969,0.0908900894690055,0.317669285597413
2120.1950-1969,0.15801431789738,0.347278590571533
2120.1950-1969,0.159896462680231,0.331335118662392
2120.1950-1969,0.187862743491867,0.466000515323534
2120.1950-1969,0.184475825287738,0.522941486427611
2120.1950-1969,0.157864743657277,0.366638520746919
2120.1950-1969,0.214260867057911,0.472548727000502
2120.1950-1969,0.217816886248651,0.512976816484397
2120.1950-1969,0.224298227084246,0.555113135101414
2120.1950-1969,0.262971236230919,0.630559921814316
2120.1950-1969,0.260396345471277,0.62600464412599
2120.1950-1969,0.293681515082058,0.594117700307707
2120.1950-1969,0.299699333510731,0.775189988418672
2120.1950-1969,0.344078154728761,0.800528720559986
2120.1950-1969,0.341043186149946,0.834693303222432
2120.1950-1969,0.375617869937552,0.872843753862164
2120.1970-1989,0.3817554274639,0.875121392706327
2120.1970-1989,0.398158836180699,1.03968079919711
2120.1970-1989,0.446503918148492,0.967650470750452
2120.1970-1989,0.45181081182623,0.794265213738537
2120.1970-1989,0.503010069688405,0.778891151540437
2120.1970-1989,0.526076386110961,0.458313484224483
2120.1970-1989,0.553799347745479,0.497318049430776
2120.1970-1989,0.569290805859757,0.659599817077395
2120.1970-1989,0.611288462420756,0.801382835126547
2120.1970-1989,0.640315062651991,0.954838752252035
2120.1970-1989,0.615837867661197,1.11114171793273
2120.1970-1989,0.665838544676127,1.22587777470744
2120.1970-1989,0.747886189434562,0.824159223568178
2120.1970-1989,0.749272872581794,0.724797228991564
2120.1970-1989,0.689576788748144,0.817326307035689
2120.1970-1989,0.79766336607526,0.826436862412341
2120.1970-1989,0.816905194562681,0.912133023923977
2120.1970-1989,0.836518028985301,1.02487614671005
2120.1970-1989,0.855176130876419,1.16096506764879
2120.1970-1989,0.805678450402281,1.39043718119822
2120.1990,0.897066006001762,1.44680874259126
2120.1990,0.942714040910239,1.60140347913883
2120.1990,0.895664342803739,1.89379536575826
2120.1990,0.943439462107863,2.04298071005095
2120.1990,0.961491699847281,2.15572383283702
2120.1990,0.980220555649317,2.44697690003437
2120.1990,0.944068105987042,2.65111028144249
2120.1990,0.987070461539182,2.83531432296418
2120.1990,0.991100754976686,2.88656119695785
2120.1990,1.00474408515654,2.76869338677241
2120.1990,1.12359047650778,2.87289536389287
2120.1990,1.17927895011172,2.94008570979568
2120.1990,1.09929170410935,2.95773741083794
2120.1990,1.10213973748537,3.04286416263854
2120.1990,1.17281069565025,3.2336164158372
2120.1990,1.19434051825145,3.42095221076961
2120.1990,1.26845250222216,3.64416081749759
2120.1990,1.13953714108138,3.80558847057765
2120.1990,1.27517494471274,3.89555520492209
2120.1990,1.22616075646364,3.71903819449945
2130.1950,-0.702672599366622,-1.15567834172058
2130.1950,-0.743279456214821,-1.15340070287642
2130.1950,-0.745561537444151,-1.13945016495592
2130.1950,-0.747828399813386,-1.12777726587958
2130.1950,-0.747828399813386,-1.11724318622533
2130.1950,-0.747828399813386,-1.10443146772691
2130.1950,-0.747828399813386,-1.09418209292818
2130.1950,-0.617841423554009,-1.08307860356288
2130.1950,-0.731950488788155,-1.07453745789727
2130.1950,-0.715932797170947,-1.06741983650926
2130.1950,-0.699770992092166,-1.05745516656605
2130.1950,-0.673217812311981,-1.04464344806763
2130.1950,-0.64592259080677,-1.03610230240202
2130.1950,-0.466800077596385,-1.02101294505944
2130.1950,-0.599693665082668,-0.994250688640521
2130.1950,-0.581449062786175,-0.972043709909931
2130.1950,-0.563093628327876,-0.954392008867667
2130.1950,-0.54462419858796,-0.931046210714995
2130.1950,-0.526036413278681,-0.908554527128885
2130.1950,-0.521130870851131,-0.888625187242458
2130.1950,-0.51621251204083,-0.888625187242458
2130.1950,-0.511280858181379,-0.849905326891685
2130.1950,-0.506335648513533,-0.811754876251954
2130.1950,-0.648740610100255,-0.781860866422313
2130.1950,-0.498058115165176,-0.775027949889824
2130.1950,-0.494729836611818,-0.788978487810323
2130.1950,-0.491391165959545,-0.800936091742179
2130.1950,-0.488042982345202,-0.77218090133462
2130.1950,-0.484684735586211,-0.704705850576289
2130.1950,-0.484476778453826,-0.765632689657652
2130.1950,-0.484261289712003,-0.697018819477239
2130.1950,-0.484037915208251,-0.666555399936558
2130.1950,-0.483806585768083,-0.663423646525833
2130.1950,-0.408340465639709,-0.621572032764337
2130.1950,-0.446603378008972,-0.593386252067819
2130.1950,-0.379367265152291,-0.597941529756145
2130.1950,-0.405326955716696,-0.606197970566236
2130.1950,-0.346542693761017,-0.626696720163704
2130.1950,-0.363959650772661,-0.644917830917008
2130.1950,-0.362617655175912,-0.612461477387685
2130.1950,-0.30364154946584,-0.596233300623022
2130.1950,-0.267125997567712,-0.54270878778519
2130.1950,-0.215469152921549,-0.531320593564375
2130.1950,-0.197311890789102,-0.52761943044261
2130.1950,-0.158602729050471,-0.501711288590255
2130.1950-1969,-0.192271673004179,-0.480927834137267
2130.1950-1969,-0.116045062994353,-0.482351358414869
2130.1950-1969,-0.00762158272902523,-0.453311463151789
2130.1950-1969,-0.0457560578972583,-0.424840977599751
2130.1950-1969,0.010697986533481,-0.387829346382101
2130.1950-1969,0.0160620428363507,-0.380996429849612
2130.1950-1969,0.0335883052028646,-0.373024693895041
2130.1950-1969,0.145538770886934,-0.368754121062235
2130.1950-1969,0.0893960590896799,-0.376725857016806
2130.1950-1969,0.110498001647906,-0.33572835782187
2130.1950-1969,0.0356084097425521,-0.324909573312096
2130.1950-1969,0.143344503398605,-0.305264938281189
2130.1950-1969,0.254827567609866,-0.280780320706436
2130.1950-1969,0.194590315228668,-0.279356796428834
2130.1950-1969,0.214173858872393,-0.244053394344306
2130.1950-1969,0.164005045003322,-0.237789887522858
2130.1950-1969,0.233023859794604,-0.210173516537381
2130.1950-1969,0.241366322615949,-0.194514749483759
2130.1950-1969,0.271850269880841,-0.153801955144344
2130.1950-1969,0.374173072264414,-0.107395063694522
2130.1970-1989,0.346605994146402,-0.0538705508566892
2130.1970-1989,0.365469225270139,-0.00860247882894804
2130.1970-1989,0.335356477066407,0.0645666690397909
2130.1970-1989,0.339454441860437,0.129764080953959
2130.1970-1989,0.345766073230631,0.183858003502832
2130.1970-1989,0.481064549689122,0.185281527780434
2130.1970-1989,0.499600283842167,0.22684843668641
2130.1970-1989,0.460710451177604,0.26329065819302
2130.1970-1989,0.488429668462704,0.376318485834612
2130.1970-1989,0.504921092189408,0.437530029771495
2130.1970-1989,0.574561146099707,0.473972251278104
2130.1970-1989,0.538453002161465,0.472833431856023
2130.1970-1989,0.551463752601989,0.448918223992311
2130.1970-1989,0.56163331644112,0.461729942490728
2130.1970-1989,0.646355540706355,0.461160532779687
2130.1970-1989,0.659514215815652,0.480520462955073
2130.1970-1989,0.586548165170538,0.555113135101414
2130.1970-1989,0.679765734491461,0.619171727593501
2130.1970-1989,0.594351175503267,0.660738636499477
2130.1970-1989,0.6077804491825,0.686646778351832
2130.1990,0.628961083510778,0.732199555235094
2130.1990,0.711139794528055,0.737893652345501
2130.1990,0.723181313447227,0.787717002061569
2130.1990,0.734372051666534,0.871135524729041
2130.1990,0.749467773985967,0.947151721152984
2130.1990,0.668742987213109,1.02914671954286
2130.1990,0.677330027143053,1.03911138948607
2130.1990,0.805195989678356,1.09064296833526
2130.1990,0.82462173424252,1.06530423619394
2130.1990,0.751891699222389,0.928361200688639
2130.1990,0.901789557436991,0.961102259073483
2130.1990,0.877771443099276,0.969928109594615
2130.1990,0.901197216491521,0.999252709713214
2130.1990,0.818014285467804,1.06302659734978
2130.1990,0.831185727982612,1.16438152591504
2130.1990,0.938786310166417,1.25377885054844
2130.1990,0.953649949683842,1.40040185114144
2130.1990,0.885161637421124,1.56040597994389
2130.1990,0.983949251652858,1.63015866954639
2130.1990,0.898833641059152,1.64353979775585
2140.1950,-0.536221497344886,-0.720934027340951
2140.1950,-0.530306978522528,-0.720934027340951
2140.1950,-0.524374843497918,-0.720934027340951
2140.1950,-0.518424699411796,-0.720934027340951
2140.1950,-0.512456946447914,-0.720934027340951
2140.1950,-0.506470326052092,-0.720934027340951
2140.1950,-0.500465523551691,-0.720934027340951
2140.1950,-0.494441999472669,-0.720934027340951
2140.1950,-0.48839950166356,-0.720934027340951
2140.1950,-0.536718039984078,-0.720934027340951
2140.1950,-0.557891459466259,-0.720934027340951
2140.1950,-0.458426823364815,-0.720934027340951
2140.1950,-0.446322868879006,-0.720934027340951
2140.1950,-0.434116443125302,-0.720934027340951
2140.1950,-0.421804737024697,-0.720934027340951
2140.1950,-0.409384784365418,-0.720934027340951
2140.1950,-0.396853943190164,-0.720934027340951
2140.1950,-0.384209058758884,-0.720934027340951
2140.1950,-0.371446536631874,-0.720934027340951
2140.1950,-0.358562822391557,-0.720934027340951
2140.1950,-0.345554597653197,-0.720934027340951
2140.1950,-0.33241836203346,-0.753390380870275
2140.1950,-0.319149686912681,-0.69075531265579
2140.1950,-0.30574443303863,-0.678956943390306
2140.1950,-0.292198936505268,-0.682498871845699
2140.1950,-0.278507321270329,-0.702428211732126
2140.1950,-0.264666247123559,-0.640362553228682
2140.1950,-0.244598252025939,-0.693317656355474
2140.1950,-0.238437936878123,-0.740009252660817
2140.1950,-0.232189050496406,-0.72007991277439
2140.1950,-0.225851230901884,-0.743141006071541
